0,01840651
-0,03795979
-0,0480802
0,004536953
0,01345671
0,04347341
0,03962083
0,05539187
0,06089787
0,02289873
-0,04169413
-0,001581506
0,01776891
-0,01068213
-0,04304765
-0,002814575
-0,0001510847
-0,03510439
-0,05377085
-0,05055083
0,05225657
0,02761745
-0,02403447
-0,008458224
-0,01518772
0,04033761
0,03149812
0,01738057
-0,03253922
-0,01228749
0,04154329
-0,002756096
-0,02086442
0,00909468
0,02134263
0,006502099
-0,02081143
0,002495881
0,01881667
0,006661692
-0,01607149
0,01052748
0,01058534
-0,005766144
-0,02618065
-0,02713563
-0,005161627
-0,04511541
-0,06375248
-0,01498125
0,04145323
0,05500339
0,02913154
0,02335203
-0,008295138
0,01796426
0,07441936
0,04710978
-0,001547542
-2,260171E-05
0,01610491
0,02293524
0,03928658
0,00348612
-7,390913E-05
-0,05849406
-0,03130484
0,001328578
-0,0328519
-0,03940262
0,03693055
0,03971636
0,03275253
0,0169025
-0,017218
-0,03075755
-0,02143713
-0,04041006
-0,04324946
-0,04080079
-0,01456908
0,0223194
0,01112085
-0,02992837
-0,02296518
-0,04687448
0,02933381
0,08025377
0,02227454
0,009405072
0,01899449
0,0008024863
0,01728048
-0,001413644
0,009691644
-0,03540293
-0,01618957
0,01849021
0,0141568
-0,03425793
0,02317514
0,04242996
0,0464827
0,03477107
0,01199335
-0,01724387
0,0186577
0,004085293
-0,08507593
-0,04351866
-0,0104773
-0,02042305
0,01872925
0,01611893
-0,04708224
-0,07330659
-0,007354554
0,0561291
0,0509013
0,0410023
0,04822265
0,004162313
-0,01551293
-0,02306458
-0,04752743
-0,05351704
0,002339298
0,02155893
-0,02026579
-0,06382065
-0,05577759
-0,00438121
0,02347791
0,02306156
0,03653237
0,02031052
0,04226506
0,0241608
-0,03815839
-0,05751526
0,001346079
0,01742764
0,03748835
0,05878438
0,03777226
-0,02236787
-0,02157393
0,0481239
0,0748638
0,04661281
0,0494968
0,02099293
0,02836522
0,005206943
0,006344855
-0,006028146
0,02976105
0,02169763
-0,00213073
-0,02021976
-0,01350012
0,01574782
0,0155673
0,03044905
0,03888971
0,05562198
0,05682292
0,01478217
0,01343788
-0,03322684
-0,008217059
-0,008328562
0,03003291
0,07567132
0,03496665
-0,03759282
-0,009666299
0,01651727
0,04142509
0,05125739
0,01353904
-0,0002080325
-0,005436608
-0,01811605
-0,006430547
0,03535491
0,0231534
0,02972249
0,01192612
